file_name,zero_crossing_rate,zero_crossings,spectrogram,mel_spectrogram,harmonics,perceptual_shock_wave,spectral_centroids,spectral_centroids_delta,spectral_centroids_accelerate,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,tempo_bpm,spectral_rolloff,spectral_flux,spectral_bandwidth_2,spectral_bandwidth_3,spectral_bandwidth_4,mfcc0,mfcc_delta_0,mfcc_accelerate_0,mfcc1,mfcc_delta_1,mfcc_accelerate_1,mfcc2,mfcc_delta_2,mfcc_accelerate_2,mfcc3,mfcc_delta_3,mfcc_accelerate_3,mfcc4,mfcc_delta_4,mfcc_accelerate_4,mfcc5,mfcc_delta_5,mfcc_accelerate_5,mfcc6,mfcc_delta_6,mfcc_accelerate_6,mfcc7,mfcc_delta_7,mfcc_accelerate_7,mfcc8,mfcc_delta_8,mfcc_accelerate_8,mfcc9,mfcc_delta_9,mfcc_accelerate_9,mfcc10,mfcc_delta_10,mfcc_accelerate_10,mfcc11,mfcc_delta_11,mfcc_accelerate_11,mfcc12,mfcc_delta_12,mfcc_accelerate_12,mfcc13,mfcc_delta_13,mfcc_accelerate_13,mfcc14,mfcc_delta_14,mfcc_accelerate_14,mfcc15,mfcc_delta_15,mfcc_accelerate_15,mfcc16,mfcc_delta_16,mfcc_accelerate_16,mfcc17,mfcc_delta_17,mfcc_accelerate_17,mfcc18,mfcc_delta_18,mfcc_accelerate_18,mfcc19,mfcc_delta_19,mfcc_accelerate_19
1-103999-A-30.wav,0.02093612938596491,670,-29.698378,-31.921923,-6.572577e-05,-0.0001453868,736.5721287179022,18.854850589154683,16.40673600925861,0.5620888,0.6375162,0.79175717,0.7011107,0.57519794,0.60995805,0.6337864,0.46419126,0.35498163,0.38575998,0.41266626,0.4809319,135.99917763157896,1194.337222450658,2.2468722,1286.47399277258,2094.5827867825956,2850.8789252656934,-463.47757,-11.223482,1.5098078,148.35464,-3.473665,-0.64292985,16.371084,1.4688329,-0.6022247,1.5406784,0.8225185,-0.41583422,20.168768,0.114005916,-0.22819701,18.096003,0.23054284,-0.10394241,9.537209,0.35375416,-0.20247795,4.7545443,0.4449458,-0.21471554,6.2742586,0.26422822,-0.0886114,14.654252,-0.21842362,-0.0061139297,6.572916,0.36997935,-0.15844157,6.8643284,0.035949238,-0.07033247,9.051943,-0.03305366,-0.068428695,13.310655,-0.07333115,-0.076637395,12.323955,-0.1883479,-0.0018486483,6.870524,-0.082102105,-4.668057e-05,5.0301943,0.039115135,-0.0069689755,6.5832577,0.15210098,-0.09765889,10.131409,0.01461322,-0.030862184,8.542324,0.014661649,-0.016993335
1-104089-A-22.wav,0.24361391420717593,27072,-57.987225,-78.76803,2.3349521e-06,3.7435544e-05,3551.4581735759643,-5.735598775497336,2.9022437466684385,0.7107644,0.63691115,0.6342431,0.62779194,0.6358355,0.5884102,0.5460454,0.5830476,0.6715646,0.6612465,0.6972386,0.7494645,143.5546875,7281.711832682292,1.9548571,2825.7385899926394,3233.3894909969877,3590.0673232860217,-85.8392,0.7764841,-0.5691075,34.06571,0.1640514,-0.061306637,-51.0497,-0.1579439,0.10941544,-31.495981,-0.10742593,0.04107914,-19.446712,0.057492957,0.042818025,-13.656811,-0.008459581,0.06290168,-19.967905,-0.10778454,0.06664658,-10.34871,-0.03846429,0.026849475,-13.806001,-0.02217148,0.03424991,-8.77552,-0.093276784,0.059683587,-16.049025,-0.009598379,0.025795033,-4.991734,0.086166576,-0.004664433,-10.968353,0.05302105,0.0031642711,-3.788159,0.05388177,-0.0020080318,-13.322478,0.046459008,-0.011673057,-3.4440708,0.04930837,-0.020825144,-8.881827,0.052505657,0.013426571,-2.9556096,0.008598597,-0.006492128,-8.433989,0.046090372,0.013131558,-1.5097306,-0.012224998,-0.0020694535
1-104089-B-22.wav,0.2440265405957944,26803,-58.877495,-79.50395,9.758255e-09,-1.6236205e-05,3531.3272944527107,-4.993685620383968,-0.3860142558190987,0.7718178,0.6873575,0.5686809,0.55280733,0.5778395,0.5799571,0.6032416,0.6093073,0.6367083,0.6714326,0.68852776,0.76420933,172.265625,7169.952905957944,1.6220523,2796.2845077661896,3208.470212974441,3568.673006080909,-82.41543,-1.8362544,-1.2092128,35.748386,0.06547896,-0.0318288,-51.675014,-0.06887838,0.048671305,-33.05118,0.011475198,0.050342966,-14.578071,0.06754718,0.009115873,-9.130526,0.040517446,-0.009659494,-22.953001,0.08663222,0.04397259,-11.192371,0.07604186,0.040912423,-14.316675,0.011955306,-0.00037567748,-7.8904643,0.042797256,-0.010547522,-17.861425,0.061718665,0.077363156,-4.9866195,-0.01308712,0.018968387,-10.905943,0.0027957542,0.03676208,-3.4300058,0.080555916,0.020144088,-10.98894,0.02567866,0.038953364,-3.7733464,-0.01640156,0.01021651,-9.647854,0.043023538,-0.0088030165,-2.0159197,0.008664818,-0.03040207,-7.6962957,0.04823739,-0.030656107,-1.4528153,-0.020735767,0.01745913
1-105224-A-22.wav,0.14426224320023148,16011,-48.896854,-75.81824,-3.144075e-05,-2.384296e-05,2161.2460818931254,-1.7364173051025669,0.4921153028312236,0.7897273,0.7079082,0.6297283,0.5562831,0.56865495,0.57047653,0.5886705,0.625196,0.63401794,0.6660965,0.69094735,0.77690774,112.34714673913044,3490.6717936197915,1.2099977,1840.6021593951696,2475.088988708064,3060.35871468666,-21.051403,-0.2961791,-0.18747424,92.77721,0.115968265,-0.004125136,-83.92432,-0.10301394,0.017285708,-26.49962,-0.104865246,0.09048376,-20.748747,0.028698007,0.020167409,-5.4117002,0.04270199,0.022748638,-18.861374,-0.06877465,-0.0013216248,-2.5346143,-0.09849777,0.015506537,-10.076746,0.064702384,0.009724076,-7.062264,0.009294318,0.02056357,-12.748507,-0.006234136,-0.008575643,-4.5476856,-0.03039666,0.025414608,-9.922233,-0.003221875,-0.019200778,-1.0296341,-0.005023998,0.00021232058,-5.1414523,-0.05909798,-0.0031048835,0.80281264,-0.054901246,-0.00042373606,-7.102887,0.007661275,0.012638496,-1.4722131,-0.013260867,0.027660238,-4.7091284,-0.011789926,0.037759572,2.1414382,0.0032868695,0.0005939614
1-110389-A-0.wav,0.05294921875,731,-38.353626,-57.68637,4.158595e-05,-3.1901736e-06,1090.1344399833677,3.925330499723807,20.537569075513858,0.6202734,0.81271344,0.725485,0.63674337,0.5863985,0.6114344,0.6259198,0.6202589,0.501978,0.44872344,0.46808928,0.5096667,117.45383522727273,1795.869140625,1.116015,1572.9898609079535,2356.6531024238116,3064.699677571922,-398.8647,-16.768366,-5.092524,88.963844,-6.5155597,0.79708695,-26.284224,1.9495327,1.0931983,-24.516417,2.1746082,0.82863045,-1.6726547,-0.089944094,0.60125536,6.30992,-0.609608,0.097599365,-10.871448,0.9238694,0.24999203,1.1385964,0.12212203,-0.11760038,-1.0623803,0.92209715,0.18424597,3.858466,0.8705342,-0.4716873,5.0785427,0.5954152,-0.4862633,8.389511,-0.06915247,-0.34705907,13.880631,0.2708813,0.09770478,17.355997,-0.26874584,0.07404672,5.5446215,-0.25368163,-0.49190918,2.4978704,-0.25993785,-0.09424736,2.9897203,0.116415426,-0.10527164,7.5237966,-0.5702362,-0.011449072,4.304519,-0.07596522,0.056609966,3.7324305,0.5125535,-0.29093212
1-110537-A-22.wav,0.15931306061921297,17682,-22.238535,-23.699291,-0.0016834275,-0.00014484287,2525.412238223493,-0.6435390992743671,-0.3205888858250165,0.60082287,0.5478139,0.52940184,0.51786363,0.59285426,0.6644485,0.7573533,0.7734212,0.7472093,0.71409535,0.7008975,0.67930657,172.265625,4854.3914794921875,0.9895268,2271.3878083476056,2856.5063257766983,3373.917445157514,92.12929,-0.21305606,-0.00628263,83.23537,0.036972996,-0.0050907354,-53.683884,0.0067756595,-0.018584859,-10.566472,0.006290266,0.0014576901,1.4182324,-0.03372969,-0.018464513,1.0104468,-0.0024396887,0.0014333576,-22.523022,-0.023757325,0.033233903,3.7139757,0.026603099,0.004968917,-2.953693,-0.010446204,0.003562963,5.391502,0.022333896,0.008789594,-2.2518275,0.0025702824,0.034067187,4.1836195,0.025989864,0.01733349,-6.544242,-0.017891739,0.00772294,2.6311758,0.04491187,0.0070556886,-2.6421008,-0.011551841,0.008702636,6.0423503,-0.03533866,0.010944543,0.41247585,0.0063219746,-0.014515543,5.358394,-0.0035533828,-0.0006037796,-0.9811383,0.056802407,-0.00091275905,5.2576113,0.00659736,0.006269757
1-115521-A-19.wav,0.02136456524884259,2370,-58.42815,-69.93815,1.366437e-05,-2.107639e-05,390.0678751451541,-1.4175767717675025,0.6295042412869383,0.61314857,0.63840914,0.617044,0.6093593,0.58042234,0.5741366,0.5596086,0.56398463,0.50628704,0.489335,0.5214226,0.5796225,117.45383522727273,678.9438883463541,0.7602305,546.1400583947056,1036.2125953798366,1643.6045376285163,-375.54935,-0.51269567,-0.14695863,178.53226,-0.263681,-0.10926658,52.134834,0.29063106,0.029876696,2.729048,0.18094279,-0.010577374,18.590122,-0.13198727,-0.02393671,22.326645,-0.027815077,-0.011914013,5.1598015,0.0813618,-0.001587052,-2.6514072,0.0005681382,0.0009436276,0.3340611,-0.04656686,0.035410568,1.1911336,0.047117457,-0.0013324331,0.18913276,0.03612573,-0.0087404745,-0.08990655,0.0006887797,-0.0024966374,-1.3564938,-0.0037171713,-0.009194482,-3.34864,0.0072057787,-0.03271691,-3.2134478,-0.02829918,0.005133906,-1.180303,-0.021025142,0.022456447,0.028296188,-0.007860158,0.023695063,-0.79356223,0.0158637,0.00894235,-1.5612268,0.01716508,-0.0023522663,-0.8877632,0.01901926,-0.01996703
1-115545-A-48.wav,0.06761338975694445,7502,-35.84731,-61.264095,-6.4905894e-06,-8.180168e-06,1301.964792441698,-0.5108756546513902,0.03869758926078974,0.65900844,0.5641277,0.5820104,0.6243518,0.62468904,0.66912913,0.6438198,0.6226051,0.60916364,0.56806666,0.6030842,0.6451355,99.38401442307692,2230.780029296875,0.89982706,1678.9760719485062,2396.1868031537374,3057.575461004588,-478.36765,-1.7821798,0.0939612,157.06557,-0.024975458,-0.021334158,-11.781768,0.23416516,0.027180742,12.946723,-0.08977332,-0.007358405,-2.786397,0.03180433,0.019414885,3.5181966,0.012937815,-0.030750254,-3.8492298,0.031220313,0.008126744,4.123743,0.049862318,-0.029042756,-2.885718,0.054557815,0.00043999706,2.1498806,0.024274826,-0.027393008,-0.46957594,-0.0059102895,0.004500861,3.3292665,-0.028511582,-0.010863713,-0.29441324,0.001806837,0.022412848,3.4093077,0.013587505,0.001591297,-1.8596327,0.03838782,0.031180492,-0.09642463,0.01830101,-0.021334091,-2.19848,0.027649041,-0.019014038,0.07625898,0.04649233,-0.025796143,-1.7459054,0.045596264,0.026678244,2.1531086,0.03549972,-0.015539578
1-115545-B-48.wav,0.05725549768518518,6348,-44.324215,-76.194626,-1.10019e-06,-1.9668243e-05,1151.235604341939,0.9039475688514638,0.2688654041556043,0.60908675,0.5479995,0.56147045,0.6506185,0.65771323,0.7188939,0.6907019,0.58764,0.52200615,0.48848528,0.51305574,0.5757458,103.359375,1944.7174072265625,0.89730847,1559.7368826733198,2303.430373022565,2992.3226541465733,-434.61276,-0.0724665,0.040284436,131.42548,-0.07326649,0.044604294,9.909558,-0.0141982855,0.010703663,5.9216146,0.023867343,-0.032135986,-1.5625879,0.024673488,-0.062405873,3.6190608,0.011968654,-0.06374684,-1.6797713,0.007519616,-0.039892983,2.4742131,0.0068116365,-0.009736329,-0.8468426,-0.0017385858,0.012608197,0.5308541,-0.014681591,0.02609109,-0.044980224,-0.021413932,0.03152981,2.6736612,-0.020524679,0.02389127,0.28642556,-0.016064746,0.0028756107,0.3411859,-0.0067374893,-0.017264174,-1.838221,0.008379205,-0.019564118,-2.138215,0.019570298,-0.004135526,-3.3798664,0.015813239,0.012119449,-1.9960994,0.0020791602,0.015373965,-1.883862,-0.0054988917,0.008066345,0.97837895,-0.0014460059,0.001799169
1-115545-C-48.wav,0.04940004701967592,5482,-41.278355,-73.27383,-7.3686506e-06,-1.0265466e-05,968.8146430179695,0.7014466290228811,-0.03881136249421785,0.6874896,0.6070374,0.66912717,0.7227444,0.7127233,0.7254532,0.6649676,0.59176946,0.5556615,0.54309434,0.57354945,0.6543212,107.666015625,1660.6984456380208,0.8936193,1310.8599912290151,2032.6751405797152,2739.262938701568,-446.64722,0.16872159,0.001518319,150.73544,0.086921535,-0.011973745,5.49482,-0.12345784,-0.021877857,-8.501738,-0.1076365,0.0019009401,6.974942,-0.0015433806,0.022124758,6.936038,-0.00963812,0.0051390375,-1.8094279,-0.05427084,-0.016712984,0.63763076,-0.03706217,-0.007907713,1.8545182,-0.023422383,0.010830301,0.24081767,-0.036143187,0.009732225,0.5224962,-0.016104562,0.0016514824,4.482618,0.011717819,0.010245554,3.29193,-0.007197306,0.025918268,0.5704877,-0.03353137,0.025181541,-1.4269849,-0.025907239,0.010491103,-0.6604262,-0.010891096,0.0014286605,-0.2145733,0.0018693418,-0.0011806091,1.28943,0.024836255,-0.010606635,1.1568378,0.030354612,-0.020075144,1.7273028,0.0016869969,-0.010851399
1-115546-A-48.wav,0.03647641782407408,4042,-45.455322,-77.444695,-1.101708e-05,2.5019604e-05,824.7851000762754,0.004040306101164451,-0.4151013482209279,0.62366784,0.6063312,0.5476221,0.53264356,0.6066937,0.698529,0.650879,0.605933,0.5846288,0.5194755,0.52908295,0.5757989,129.19921875,1258.795166015625,0.84016985,1365.974549466979,2187.1525493632153,2940.0783554363707,-464.67896,0.11967368,-0.0037448937,159.49997,0.051089976,-0.006220915,30.653856,-0.059469756,-0.0032660344,-5.5423,0.0014459336,0.004780535,4.355694,0.010245866,0.009782137,7.732441,-0.04465709,0.0139518455,1.1699362,0.001428081,0.021896489,-1.9438814,0.05714283,0.022871308,-1.1821382,0.02473363,0.009727827,-0.28392932,-0.0047584134,0.00018129857,0.7531005,-0.007336859,0.011835016,1.670567,-0.026508084,0.03014087,1.5915749,-0.029582111,0.029824696,0.51948833,-0.0067577604,0.010632235,-1.2822169,0.0012163509,-0.009380149,-1.8369048,0.0040989704,-0.0147346,-1.1130788,0.010578133,-0.005452562,-0.57742953,-0.005597982,-0.001002953,0.042108323,-0.014534694,-0.013237845,0.19263917,0.011748197,-0.025950339
